MP,G|R,AverageProfit,Occurences,Pattern,Type
0.011905,1.611111,0.007390,47,4|6|6|2|3|3,bullish harami
0.011904,1.733333,0.006868,41,1|6|6|5|4|7,bullish engulfing
0.011902,1.571429,0.007574,36,4|4|4|4|2|6,bullish engulfing
0.011875,2.100000,0.005655,31,8|8|8|1|2|2,bullish harami
0.011872,2.000000,0.005936,30,4|5|5|1|1|6,one white soldier
0.011845,1.916667,0.006180,35,1|3|4|1|2|8,one white soldier
0.011838,1.384615,0.008549,31,3|4|5|5|4|6,bullish engulfing
0.011824,1.607143,0.007357,73,0|2|3|1|1|6,one white soldier
0.011822,1.133333,0.010431,32,4|4|6|2|2|3,bullish harami
0.011821,1.416667,0.008344,58,0|5|5|3|2|8,bullish engulfing
0.011820,1.384615,0.008536,31,4|2|1|1|0|3,bullish engulfing
0.011768,1.916667,0.006140,35,7|7|7|2|3|6,bullish harami
0.011738,2.058824,0.005701,52,7|4|4|0|0|3,bullish harami
0.011705,1.266667,0.009240,34,0|6|7|6|6|7,bullish harami
0.011689,2.700000,0.004329,37,9|6|5|2|3|5,bullish harami
0.011681,1.458333,0.008010,59,4|4|4|0|1|6,one white soldier
0.011672,1.764706,0.006614,47,3|4|4|3|4|8,one white soldier
0.011664,1.909091,0.006110,32,1|6|6|3|4|4,bullish harami
0.011659,1.368421,0.008520,45,6|4|4|0|1|1,bullish harami
0.011655,2.200000,0.005298,32,5|4|4|3|2|5,bullish engulfing
0.011652,1.538462,0.007574,66,8|6|6|3|4|4,bullish harami
0.011649,1.923077,0.006057,38,5|6|6|1|2|5,bullish harami
0.011628,1.277778,0.009101,41,7|6|6|0|2|4,bullish harami
0.011611,1.500000,0.007741,35,3|2|5|3|4|6,one white soldier
0.011601,1.500000,0.007734,35,8|4|4|1|2|8,one white soldier
0.011599,1.727273,0.006715,60,3|5|4|1|1|2,bullish harami
0.011586,2.000000,0.005793,30,5|7|6|2|3|4,bullish harami
0.011578,1.214286,0.009534,31,7|4|2|0|0|3,one white soldier
0.011577,1.750000,0.006616,33,10|4|4|3|3|4,bullish harami
0.011576,1.846154,0.006270,37,9|7|6|0|0|3,bullish harami
0.011568,1.727273,0.006697,30,4|6|7|2|3|4,bullish harami
0.011545,1.466667,0.007872,37,10|7|7|3|3|6,bullish harami
0.011531,1.285714,0.008969,32,0|4|4|1|2|9,one white soldier
0.011522,1.733333,0.006647,41,2|3|3|2|0|6,bullish engulfing
0.011513,1.684211,0.006836,51,6|3|3|0|0|4,bullish engulfing
0.011494,1.250000,0.009195,45,8|8|8|2|2|3,bullish harami
0.011475,1.200000,0.009563,33,9|6|7|3|4|5,bullish harami
0.011459,2.000000,0.005730,42,7|7|6|2|3|5,bullish harami
0.011458,1.625000,0.007051,42,6|3|4|1|3|3,bullish harami
0.011449,1.538462,0.007442,33,5|5|3|0|1|3,bullish harami
0.011428,1.000000,0.011428,36,0|2|3|3|3|7,bullish engulfing
0.011426,1.588235,0.007194,44,8|8|8|2|3|4,bullish harami
0.011419,1.000000,0.011419,36,4|2|2|1|1|7,one white soldier
0.011413,2.000000,0.005706,33,0|6|6|4|5|6,bullish harami
0.011412,1.571429,0.007262,36,3|5|6|4|4|5,bullish harami
0.011406,1.727273,0.006603,30,1|3|5|4|4|7,bullish engulfing
0.011399,1.850000,0.006162,57,0|1|4|2|3|6,one white soldier
0.011396,1.562500,0.007293,41,5|5|5|4|4|5,bullish engulfing
0.011395,1.909091,0.005969,32,5|3|3|1|2|4,one white soldier
0.011393,1.500000,0.007595,30,2|4|3|2|2|8,bullish engulfing
0.011386,1.461538,0.007791,32,9|5|5|2|2|4,bullish harami
0.011382,1.210526,0.009402,42,4|4|3|2|0|7,bullish engulfing
0.011378,1.666667,0.006827,32,3|3|3|0|1|1,bullish harami
0.011376,1.642857,0.006924,37,5|6|6|4|5|7,one white soldier
0.011362,1.066667,0.010652,31,1|1|2|1|0|3,bullish engulfing
0.011355,1.750000,0.006489,33,1|5|5|4|3|10,bullish engulfing
0.011345,1.466667,0.007735,37,5|5|5|4|3|6,bullish engulfing
0.011338,1.450000,0.007820,49,8|6|5|0|0|3,bullish harami
0.011336,1.533333,0.007393,38,5|4|4|2|2|7,one white soldier
0.011317,1.173913,0.009641,50,6|3|3|1|2|7,one white soldier
0.011312,1.291667,0.008758,55,7|2|2|1|2|2,bullish harami
0.011311,1.565217,0.007227,59,2|5|5|5|4|7,bullish engulfing
0.011308,1.461538,0.007737,32,9|3|4|1|2|5,one white soldier
0.011297,1.142857,0.009885,30,3|7|7|3|4|6,bullish harami
0.011292,1.307692,0.008635,30,3|2|1|1|0|3,bullish engulfing
0.011275,1.615385,0.006980,34,4|2|3|3|2|5,bullish engulfing
0.011270,1.384615,0.008140,31,3|2|2|1|1|1,bullish harami
0.011238,1.409091,0.007975,53,3|4|4|2|2|3,bullish harami
0.011225,1.214286,0.009244,31,5|3|3|0|1|4,one white soldier
0.011222,1.461538,0.007678,32,5|6|6|3|4|8,one white soldier
0.011222,1.545455,0.007261,56,6|3|4|1|1|2,bullish harami
0.011207,1.666667,0.006724,32,2|2|3|1|1|7,bullish engulfing
0.011205,1.900000,0.005897,58,7|4|3|2|2|2,bullish harami
0.011203,1.400000,0.008002,36,8|4|5|3|4|4,bullish harami
0.011192,1.769231,0.006326,36,4|4|5|0|1|1,bullish harami
0.011182,1.666667,0.006709,32,5|3|1|0|0|2,one white soldier
0.011181,1.062500,0.010523,33,4|3|2|1|2|3,one white soldier
0.011157,1.000000,0.011157,32,0|4|5|2|3|3,bullish harami
0.011142,2.200000,0.005065,32,8|5|6|1|1|4,bullish harami
0.011114,1.562500,0.007113,41,2|3|3|2|1|3,bullish engulfing
0.011108,1.931034,0.005752,85,5|5|5|1|1|4,bullish harami
0.011098,2.166667,0.005122,38,3|5|6|1|1|4,bullish harami
0.011092,1.333333,0.008319,42,5|2|1|0|0|1,bullish harami
0.011086,1.733333,0.006396,41,5|4|4|3|3|3,bullish harami
0.011066,1.391304,0.007954,55,3|2|2|2|1|8,bullish engulfing
0.011058,2.090909,0.005289,34,1|5|5|1|2|7,one white soldier
0.011054,1.166667,0.009475,39,9|3|3|2|1|3,bullish engulfing
0.011052,1.419355,0.007786,75,4|3|3|0|1|6,one white soldier
0.011045,2.000000,0.005522,33,0|4|6|5|4|6,bullish engulfing
0.011020,1.666667,0.006612,32,1|3|3|2|1|10,bullish engulfing
0.011016,2.333333,0.004721,30,7|6|6|2|2|2,bullish harami
0.011005,1.714286,0.006420,38,3|4|3|0|0|6,one white soldier
0.011002,1.428571,0.007702,85,2|3|4|3|3|7,one white soldier
0.011001,1.690476,0.006508,113,3|3|3|2|2|5,bullish engulfing
0.010996,1.500000,0.007330,30,4|5|5|2|3|7,one white soldier
0.010973,1.280000,0.008572,57,4|5|5|4|4|6,bullish engulfing
0.010966,1.250000,0.008773,72,5|5|5|3|4|7,one white soldier
0.010946,1.750000,0.006255,44,5|3|1|0|1|2,one white soldier
0.010935,1.325581,0.008249,100,0|3|3|3|3|5,bullish engulfing
0.010932,1.916667,0.005704,35,5|4|4|3|3|9,one white soldier
0.010928,1.615385,0.006765,34,0|5|6|3|4|4,bullish harami
0.010925,1.384615,0.007891,31,2|5|5|0|1|6,one white soldier
0.010913,1.058824,0.010306,35,9|3|2|0|1|4,one white soldier
0.010887,1.538462,0.007077,33,10|7|7|0|2|3,bullish harami
0.010881,1.789474,0.006080,53,2|3|3|1|2|3,one white soldier
0.010879,1.092593,0.009957,113,3|2|2|0|1|4,one white soldier
0.010871,1.600000,0.006794,39,4|2|2|2|2|6,bullish engulfing
0.010859,1.615385,0.006722,68,10|7|7|2|2|3,bullish harami
0.010855,1.107143,0.009805,59,4|3|3|1|2|2,bullish harami
0.010854,1.285714,0.008442,32,9|4|4|3|3|7,one white soldier
0.010814,1.464286,0.007385,69,5|3|3|2|3|7,one white soldier
0.010814,1.533333,0.007052,38,7|7|6|3|4|5,bullish harami
0.010812,1.450000,0.007456,49,1|4|3|1|2|7,one white soldier
0.010791,1.388889,0.007769,43,1|2|3|2|1|3,bullish engulfing
0.010790,1.242424,0.008685,74,2|2|3|2|2|7,bullish engulfing
0.010788,1.500000,0.007192,35,2|4|4|1|3|6,one white soldier
0.010781,1.458333,0.007393,59,4|4|5|0|1|4,bullish harami
0.010777,1.322581,0.008148,72,0|3|5|4|4|7,bullish engulfing
0.010774,2.100000,0.005130,31,1|3|3|1|2|9,one white soldier
0.010754,1.588235,0.006771,44,6|2|1|1|1|3,bullish engulfing
0.010750,2.100000,0.005119,31,8|5|6|0|1|3,bullish harami
0.010750,1.833333,0.005864,34,7|5|4|2|1|7,bullish engulfing
0.010744,1.500000,0.007162,30,6|1|1|0|0|2,bullish engulfing
0.010738,1.692308,0.006345,35,5|5|7|1|2|3,bullish harami
0.010728,1.588235,0.006754,44,6|4|3|2|0|4,bullish engulfing
0.010726,1.444444,0.007426,44,8|3|3|1|2|6,one white soldier
0.010726,1.391304,0.007709,55,4|3|3|2|3|6,one white soldier
0.010715,1.294118,0.008280,39,7|1|1|0|0|1,one white soldier
0.010713,1.500000,0.007142,30,1|5|6|3|5|9,one white soldier
0.010709,1.153846,0.009281,56,2|3|3|0|1|8,one white soldier
0.010701,1.466667,0.007296,37,8|7|6|1|2|5,bullish harami
0.010687,1.142857,0.009351,30,5|5|5|2|2|6,bullish engulfing
0.010675,1.277778,0.008354,41,7|4|4|3|2|8,bullish engulfing
0.010664,1.750000,0.006093,44,0|6|6|4|4|8,bullish engulfing
0.010650,1.727273,0.006166,30,9|5|5|1|0|7,bullish engulfing
0.010628,1.714286,0.006200,57,1|4|4|1|1|3,bullish harami
0.010591,1.333333,0.007943,42,6|2|2|1|1|2,bullish engulfing
0.010587,1.769231,0.005984,36,0|1|4|3|3|6,bullish engulfing
0.010574,1.352941,0.007816,40,4|2|3|1|2|5,one white soldier
0.010567,1.320000,0.008006,58,6|6|6|2|3|4,bullish harami
0.010556,1.909091,0.005530,32,10|6|5|2|3|3,bullish harami
0.010553,1.800000,0.005863,42,5|4|4|1|2|8,one white soldier
0.010548,1.562500,0.006751,41,3|6|5|1|2|3,bullish harami
0.010522,1.135135,0.009269,79,1|4|4|3|2|6,bullish engulfing
0.010504,1.368421,0.007676,45,7|3|4|2|2|5,bullish engulfing
0.010502,1.250000,0.008401,36,2|0|1|1|0|6,bullish engulfing
0.010494,1.321429,0.007942,65,8|6|6|2|3|4,bullish harami
0.010493,1.333333,0.007870,49,2|1|2|1|0|6,bullish engulfing
0.010486,1.833333,0.005720,34,3|4|4|2|1|6,bullish engulfing
0.010480,1.333333,0.007860,35,8|5|5|0|0|3,bullish harami
0.010468,1.541667,0.006790,61,0|6|6|5|5|9,bullish engulfing
0.010428,1.571429,0.006636,36,6|3|2|0|0|3,bullish engulfing
0.010421,1.285714,0.008106,48,4|5|6|3|3|4,bullish harami
0.010416,1.916667,0.005434,35,6|6|7|3|4|5,bullish harami
0.010415,1.636364,0.006365,58,6|7|7|2|3|4,bullish harami
0.010412,1.809524,0.005754,59,1|3|4|2|2|6,bullish engulfing
0.010401,1.818182,0.005721,31,1|6|6|5|6|10,one white soldier
0.010384,2.181818,0.004759,35,0|3|3|0|1|6,one white soldier
0.010383,2.200000,0.004719,48,1|4|5|4|3|6,bullish engulfing
0.010374,1.529412,0.006783,43,6|6|5|3|4|4,bullish harami
0.010362,1.320755,0.007846,123,0|2|2|0|1|7,one white soldier
0.010358,2.000000,0.005179,30,5|6|3|0|1|1,bullish harami
0.010346,1.722222,0.006007,49,5|4|3|0|1|4,one white soldier
0.010336,1.380952,0.007485,50,7|4|4|1|3|3,bullish harami
0.010296,1.631579,0.006311,50,6|5|4|2|2|4,bullish engulfing
0.010279,1.833333,0.005607,34,1|4|4|3|2|4,bullish engulfing
0.010267,1.533333,0.006696,38,8|7|7|3|5|6,bullish harami
0.010255,1.285714,0.007976,32,1|4|3|0|1|4,one white soldier
0.010249,1.000000,0.010249,32,1|1|3|1|2|8,one white soldier
0.010249,1.166667,0.008785,65,4|1|1|0|0|6,bullish engulfing
0.010243,1.473684,0.006951,47,9|6|6|2|2|4,bullish harami
0.010243,1.083333,0.009455,75,1|2|3|1|0|6,bullish engulfing
0.010222,1.750000,0.005841,33,1|3|2|1|1|6,one white soldier
0.010221,1.666667,0.006133,32,10|5|6|2|3|3,bullish harami
0.010194,1.615385,0.006311,34,0|8|8|6|5|9,bullish engulfing
0.010182,1.722222,0.005912,49,3|4|5|4|4|6,one white soldier
0.010181,1.038462,0.009804,53,3|1|2|0|1|3,one white soldier
0.010170,2.000000,0.005085,33,0|3|4|4|2|6,bullish engulfing
0.010160,1.294118,0.007851,78,9|7|7|0|1|4,bullish harami
0.010159,1.818182,0.005587,31,5|3|3|0|0|4,bullish engulfing
0.010154,1.555556,0.006528,46,3|5|4|0|1|1,bullish harami
0.010152,2.000000,0.005076,39,10|6|6|3|4|7,one white soldier
0.010142,1.261905,0.008037,95,6|4|3|2|2|5,one white soldier
0.010140,1.750000,0.005794,33,6|4|4|2|3|7,one white soldier
0.010137,1.466667,0.006912,74,9|5|4|2|2|3,bullish harami
0.010134,1.600000,0.006334,78,9|7|6|1|2|3,bullish harami
0.010131,1.264706,0.008010,77,5|4|4|1|2|3,bullish harami
0.010130,1.500000,0.006753,30,8|5|5|3|1|6,bullish engulfing
0.010117,1.857143,0.005448,40,0|4|5|4|5|10,one white soldier
0.010113,1.478261,0.006841,57,1|4|4|2|2|5,bullish engulfing
0.010111,1.333333,0.007583,42,3|5|5|1|2|3,bullish harami
0.010107,1.444444,0.006998,66,7|5|6|2|2|3,bullish harami
0.010103,1.583333,0.006381,31,8|6|4|0|1|2,bullish harami
0.010101,1.210526,0.008344,42,0|4|4|2|2|9,one white soldier
0.010098,1.727273,0.005846,30,3|2|3|0|1|5,one white soldier
0.010094,1.392857,0.007247,67,6|6|6|1|1|1,bullish harami
0.010087,1.727273,0.005840,60,8|4|3|2|2|3,bullish harami
0.010079,1.125000,0.008959,34,3|4|5|3|2|8,bullish engulfing
0.010077,1.190476,0.008465,46,1|6|6|5|4|8,bullish engulfing
0.010071,2.083333,0.004834,37,7|5|5|3|2|7,bullish engulfing
0.010056,1.166667,0.008619,39,7|5|3|1|1|4,bullish engulfing
0.010035,1.142857,0.008781,30,0|2|3|1|0|7,bullish engulfing
0.010034,1.000000,0.010034,36,7|6|6|1|3|5,bullish harami
0.010033,1.040000,0.009647,51,0|4|4|1|2|2,bullish harami
0.010021,1.916667,0.005229,35,3|4|4|3|2|5,bullish engulfing
0.009996,1.769231,0.005650,36,4|6|5|1|1|4,bullish harami
0.009996,1.384615,0.007219,31,1|3|2|1|2|3,one white soldier
0.009994,1.148148,0.008704,58,0|4|3|2|2|5,bullish engulfing
0.009994,1.200000,0.008328,77,0|7|7|4|5|6,bullish harami
0.009971,1.055556,0.009447,37,3|1|2|1|1|3,one white soldier
0.009959,2.444444,0.004074,31,3|4|4|3|2|8,bullish engulfing
0.009956,1.318182,0.007553,51,3|3|2|1|1|4,bullish engulfing
0.009954,1.583333,0.006287,31,1|3|3|0|1|7,one white soldier
0.009954,1.000000,0.009954,34,6|4|5|1|3|3,bullish harami
0.009951,1.142857,0.008707,30,1|2|2|0|0|5,one white soldier
0.009939,1.405405,0.007072,89,7|3|3|1|1|3,bullish engulfing
0.009937,1.583333,0.006276,31,0|5|5|2|1|6,bullish engulfing
0.009920,1.388889,0.007142,43,6|2|1|1|0|1,bullish engulfing
0.009915,1.187500,0.008349,35,2|3|3|0|2|8,one white soldier
0.009913,1.000000,0.009913,46,1|1|2|1|1|5,one white soldier
0.009912,1.437500,0.006895,39,5|2|3|1|1|2,bullish harami
0.009911,1.375000,0.007208,38,1|4|3|0|1|2,bullish harami
0.009910,1.250000,0.007928,36,0|2|2|1|1|4,one white soldier
0.009905,1.277778,0.007752,41,6|5|4|1|2|2,bullish harami
0.009891,1.187500,0.008330,35,1|3|5|3|4|6,one white soldier
0.009885,1.875000,0.005272,46,3|4|3|2|0|6,bullish engulfing
0.009878,1.411765,0.006997,41,5|4|3|0|2|5,one white soldier
0.009876,1.263158,0.007818,43,8|4|4|1|2|2,bullish harami
0.009868,1.227273,0.008041,49,4|5|5|1|1|3,bullish harami
0.009866,1.440000,0.006851,61,6|2|2|1|0|6,bullish engulfing
0.009858,1.125000,0.008763,51,7|7|7|0|0|3,bullish harami
0.009850,1.933333,0.005095,44,0|5|6|4|3|7,bullish engulfing
0.009819,1.571429,0.006248,36,7|5|5|0|1|4,bullish harami
0.009815,1.352941,0.007255,40,8|4|5|0|0|1,bullish harami
0.009814,1.214286,0.008082,31,7|5|6|3|3|5,bullish harami
0.009811,1.466667,0.006690,37,2|3|4|1|2|6,one white soldier
0.009804,1.500000,0.006536,30,10|6|5|1|2|6,one white soldier
0.009803,1.260870,0.007775,52,7|6|6|2|2|5,bullish harami
0.009797,1.483871,0.006602,77,6|4|2|1|1|3,bullish engulfing
0.009796,1.461538,0.006703,32,4|2|3|1|1|6,one white soldier
0.009794,1.000000,0.009794,30,8|8|8|4|5|6,bullish harami
0.009792,1.380952,0.007091,50,7|5|5|3|4|8,one white soldier
0.009791,2.083333,0.004700,37,6|3|2|1|1|6,one white soldier
0.009782,1.263158,0.007744,43,1|3|3|1|2|10,one white soldier
0.009771,1.733333,0.005637,41,6|5|2|0|1|2,bullish harami
0.009756,1.428571,0.006829,51,0|0|1|1|0|6,bullish engulfing
0.009754,1.148148,0.008496,58,3|4|4|1|0|7,bullish engulfing
0.009749,1.285714,0.007582,32,1|4|5|4|5|7,one white soldier
0.009736,1.631579,0.005967,50,10|4|4|2|1|5,bullish engulfing
0.009731,1.461538,0.006658,32,3|4|5|0|1|1,bullish harami
0.009721,1.326087,0.007331,107,7|3|4|1|1|3,bullish harami
0.009710,1.047619,0.009268,43,4|3|3|2|2|7,one white soldier
0.009698,1.357143,0.007146,33,0|6|6|6|5|6,bullish engulfing
0.009694,1.500000,0.006462,45,0|4|4|4|4|7,one white soldier
0.009691,1.333333,0.007268,35,4|4|2|0|1|3,one white soldier
0.009682,1.380952,0.007011,50,0|8|8|7|6|9,bullish engulfing
0.009678,1.066667,0.009073,31,3|1|2|0|0|6,bullish engulfing
0.009675,1.750000,0.005529,33,7|3|2|1|0|6,bullish engulfing
0.009673,1.611111,0.006004,47,8|5|3|0|1|4,one white soldier
0.009660,1.303030,0.007414,76,4|3|4|3|2|7,bullish engulfing
0.009636,1.375000,0.007008,38,8|3|3|1|0|6,bullish engulfing
0.009632,1.857143,0.005187,40,8|5|4|1|0|6,bullish engulfing
0.009627,1.050000,0.009169,41,1|1|3|1|1|6,one white soldier
0.009616,1.277778,0.007525,41,0|2|3|1|1|4,one white soldier
0.009613,1.500000,0.006409,35,6|3|4|3|3|7,one white soldier
0.009612,1.315789,0.007305,44,2|4|3|2|1|7,bullish engulfing
0.009603,1.421053,0.006758,46,8|7|7|3|4|5,bullish harami
0.009594,1.312500,0.007309,37,6|2|4|1|2|5,one white soldier
0.009593,1.500000,0.006395,35,0|4|5|1|3|4,bullish harami
0.009589,1.241379,0.007724,65,1|3|2|1|0|6,bullish engulfing
0.009578,1.222222,0.007837,60,5|4|3|0|0|4,bullish engulfing
0.009570,1.464286,0.006535,69,8|3|2|1|2|3,one white soldier
0.009550,1.250000,0.007640,36,5|4|3|2|0|5,bullish engulfing
0.009545,1.272727,0.007500,75,4|3|4|2|1|6,bullish engulfing
0.009544,1.250000,0.007635,36,7|3|4|1|1|4,one white soldier
0.009540,1.250000,0.007632,36,6|1|2|0|0|2,bullish engulfing
0.009538,1.405405,0.006787,89,6|3|3|2|2|6,one white soldier
0.009538,1.250000,0.007630,45,10|5|6|1|1|2,bullish harami
0.009531,1.066667,0.008936,31,3|3|4|3|3|6,one white soldier
0.009521,1.714286,0.005554,38,2|2|3|1|0|6,bullish engulfing
0.009499,1.100000,0.008635,42,4|2|3|2|1|3,bullish engulfing
0.009496,1.500000,0.006331,30,9|8|7|0|1|2,bullish harami
0.009490,1.375000,0.006902,38,5|5|5|2|4|6,one white soldier
0.009478,1.409091,0.006726,53,5|3|2|0|0|4,bullish engulfing
0.009477,1.307692,0.007247,30,4|1|2|1|1|8,one white soldier
0.009476,1.705882,0.005555,46,1|5|4|4|3|5,bullish engulfing
0.009472,1.578947,0.005999,49,7|6|5|1|3|4,bullish harami
0.009469,1.111111,0.008522,38,6|3|3|0|1|5,one white soldier
0.009459,1.333333,0.007094,42,8|4|4|1|2|3,bullish harami
0.009456,1.571429,0.006018,36,10|8|8|1|2|5,bullish harami
0.009445,1.200000,0.007871,33,4|4|5|4|3|7,bullish engulfing
0.009440,1.538462,0.006136,33,1|4|4|0|1|2,bullish harami
0.009427,1.615385,0.005836,34,2|3|4|0|1|8,one white soldier
0.009419,1.909091,0.004934,32,2|4|5|3|2|8,bullish engulfing
0.009408,1.100000,0.008553,42,10|7|6|2|3|3,bullish harami
0.009401,1.214286,0.007742,31,3|2|1|0|0|4,bullish engulfing
0.009390,1.400000,0.006707,36,4|7|7|1|1|3,bullish harami
0.009383,1.578947,0.005943,49,3|6|6|2|3|5,bullish harami
0.009382,2.090909,0.004487,34,7|6|4|0|0|2,bullish harami
0.009379,1.714286,0.005471,38,7|7|8|2|3|4,bullish harami
0.009379,1.687500,0.005558,43,5|6|6|1|1|4,bullish harami
0.009376,1.800000,0.005209,42,2|2|3|0|0|1,bullish harami
0.009374,1.538462,0.006093,66,2|2|3|0|1|7,one white soldier
0.009364,1.500000,0.006243,30,7|6|6|3|2|7,bullish engulfing
0.009361,1.571429,0.005957,36,6|4|5|2|3|7,one white soldier
0.009350,1.166667,0.008014,52,3|6|6|0|0|1,bullish harami
0.009332,1.000000,0.009332,62,7|4|4|0|0|2,bullish harami
0.009331,1.642857,0.005680,37,4|5|5|0|2|4,bullish harami
0.009329,1.833333,0.005088,34,9|8|8|1|2|5,bullish harami
0.009328,1.208333,0.007720,53,5|3|3|2|3|8,one white soldier
0.009327,1.405405,0.006636,89,4|4|3|2|2|4,one white soldier
0.009323,1.565217,0.005956,59,8|5|4|1|1|1,bullish harami
0.009323,1.466667,0.006356,37,9|5|6|3|3|4,bullish harami
0.009322,1.185185,0.007865,59,5|4|3|1|0|4,bullish engulfing
0.009321,1.235294,0.007546,38,5|4|5|3|4|5,bullish harami
0.009313,1.727273,0.005392,30,6|5|5|2|2|6,bullish engulfing
0.009281,1.615385,0.005746,102,3|5|5|4|3|6,bullish engulfing
0.009279,1.777778,0.005220,50,10|8|8|1|1|2,bullish harami
0.009273,1.272727,0.007286,50,5|3|4|1|0|6,bullish engulfing
0.009266,2.000000,0.004633,36,2|2|3|2|1|5,bullish engulfing
0.009241,1.523810,0.006065,53,5|4|3|0|0|3,bullish harami
0.009231,1.269231,0.007273,59,7|4|4|2|3|4,bullish harami
0.009215,1.846154,0.004992,37,0|6|7|7|6|10,bullish engulfing
0.009214,1.555556,0.005923,46,0|5|6|3|4|7,one white soldier
0.009212,1.500000,0.006141,35,0|5|6|5|5|9,bullish engulfing
0.009177,1.157895,0.007926,41,10|8|8|0|1|4,bullish harami
0.009167,1.529412,0.005994,43,4|1|2|1|1|5,one white soldier
0.009167,1.235294,0.007421,76,4|3|4|3|2|5,bullish engulfing
0.009166,1.388889,0.006599,43,8|6|6|1|2|5,bullish harami
0.009160,1.350000,0.006785,47,4|4|4|1|2|6,one white soldier
0.009139,1.588235,0.005754,44,1|5|4|2|3|6,one white soldier
0.009124,1.875000,0.004866,46,1|5|5|3|3|4,bullish harami
0.009116,1.769231,0.005153,36,8|5|2|0|1|3,one white soldier
0.009113,1.307692,0.006969,60,3|3|3|1|1|2,bullish harami
0.009110,1.157895,0.007867,41,9|6|5|0|0|1,bullish harami
0.009102,1.529412,0.005951,43,7|6|5|0|0|4,bullish harami
0.009101,1.250000,0.007280,45,6|4|3|0|0|3,bullish engulfing
0.009098,1.360000,0.006690,59,4|3|4|2|2|6,one white soldier
0.009095,1.333333,0.006821,35,7|7|7|6|6|7,bullish harami
0.009082,1.333333,0.006812,35,5|3|3|2|0|3,bullish engulfing
0.009073,1.200000,0.007561,33,6|4|4|1|1|2,bullish harami
0.009062,1.095238,0.008274,44,0|4|5|1|2|3,bullish harami
0.009048,1.666667,0.005429,48,4|4|5|2|3|6,one white soldier
0.009042,1.411765,0.006405,41,0|6|6|6|5|10,bullish engulfing
0.009028,1.217391,0.007416,51,10|8|8|4|5|6,bullish harami
0.009023,1.294118,0.006973,39,3|4|5|2|1|7,bullish engulfing
0.009017,1.318182,0.006841,51,4|5|4|2|1|5,bullish engulfing
0.009014,1.500000,0.006009,35,4|1|3|1|2|7,one white soldier
0.008992,1.615385,0.005566,34,4|5|4|3|1|5,bullish engulfing
0.008990,1.222222,0.007355,40,0|5|4|3|3|5,one white soldier
0.008982,1.500000,0.005988,50,4|2|3|1|0|7,bullish engulfing
0.008981,1.750000,0.005132,33,3|5|5|3|1|7,bullish engulfing
0.008978,1.133333,0.007921,32,8|5|5|0|2|7,one white soldier
0.008971,1.583333,0.005666,31,2|2|2|0|1|6,one white soldier
0.008961,1.314286,0.006818,81,8|3|3|2|1|3,bullish engulfing
0.008952,1.250000,0.007161,45,9|3|2|1|0|3,bullish engulfing
0.008946,1.266667,0.007062,34,6|3|4|2|1|5,bullish engulfing
0.008944,1.208333,0.007402,53,5|6|6|2|3|4,bullish harami
0.008933,1.857143,0.004810,40,5|7|6|2|2|3,bullish harami
0.008929,1.827586,0.004886,82,9|5|5|0|1|1,bullish harami
0.008929,1.307692,0.006828,30,6|4|5|3|2|6,bullish engulfing
0.008928,1.533333,0.005823,38,1|4|4|0|1|8,one white soldier
0.008923,1.214286,0.007348,31,6|5|6|0|0|2,bullish harami
0.008914,1.382353,0.006448,81,8|2|2|1|1|3,bullish engulfing
0.008911,1.111111,0.008020,38,3|6|6|3|3|5,bullish harami
0.008911,1.500000,0.005940,70,8|7|6|0|1|3,bullish harami
0.008907,1.461538,0.006094,32,0|5|7|5|5|8,one white soldier
0.008899,1.285714,0.006922,32,0|5|5|5|4|6,bullish engulfing
0.008897,1.368421,0.006502,45,0|5|6|4|4|6,bullish engulfing
0.008887,1.117647,0.007952,36,2|2|1|0|0|2,bullish engulfing
0.008887,1.270270,0.006996,84,5|3|3|0|0|4,bullish engulfing
0.008885,1.142857,0.007774,30,2|4|2|1|0|6,bullish engulfing
0.008876,1.210526,0.007332,42,6|2|2|1|1|2,one white soldier
0.008866,1.272727,0.006966,50,6|5|5|3|4|9,one white soldier
